CDS                                                       ,dN/dS,dN,dS,Species Pair
ros.cds.fasta_GLEAN_10019189-chl.cds.fasta_GLEAN_10019189,0.0772,0.0004,0.0055,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019191-chl.cds.fasta_GLEAN_10019191,0.2365,0.0037,0.0158,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019192-chl.cds.fasta_GLEAN_10019192,0.2264,0.0032,0.014,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019194-chl.cds.fasta_GLEAN_10019194,0.6838,0.0104,0.0152,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019195-chl.cds.fasta_GLEAN_10019195,0.0975,0.0011,0.0113,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019196-chl.cds.fasta_GLEAN_10019196,0.291,0.0014,0.0047,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019197-chl.cds.fasta_GLEAN_10019197,0.372,0.003,0.0081,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019198-chl.cds.fasta_GLEAN_10019198,1.098,0.004,0.0036,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019199-chl.cds.fasta_GLEAN_10019199,0.384,0.0026,0.0067,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019200-chl.cds.fasta_GLEAN_10019200,0.7928,0.0058,0.0073,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019203-chl.cds.fasta_GLEAN_10019203,0.6107,0.0051,0.0083,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019204-chl.cds.fasta_GLEAN_10019204,0.0793,0.0004,0.0049,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019205-chl.cds.fasta_GLEAN_10019205,0.2914,0.0022,0.0074,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019206-chl.cds.fasta_GLEAN_10019206,0.2168,0.0016,0.0072,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019208-chl.cds.fasta_GLEAN_10019208,0.1671,0.0012,0.0069,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019212-chl.cds.fasta_GLEAN_10019212,0.0536,0.0007,0.0137,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019216-chl.cds.fasta_GLEAN_10019216,0.4075,0.0035,0.0085,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019225-chl.cds.fasta_GLEAN_10019225,0.1495,0.0016,0.0105,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019226-chl.cds.fasta_GLEAN_10019226,0.283,0.0044,0.0155,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019227-chl.cds.fasta_GLEAN_10019227,0.119,0.0015,0.0129,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019230-chl.cds.fasta_GLEAN_10019230,0.2855,0.0028,0.0098,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019233-chl.cds.fasta_GLEAN_10019233,0.048,0.0013,0.0262,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019234-chl.cds.fasta_GLEAN_10019234,0.0635,0.0008,0.0118,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019237-chl.cds.fasta_GLEAN_10019237,0.0378,0.0004,0.0096,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019239-chl.cds.fasta_GLEAN_10019239,0.0436,0.0005,0.0125,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019240-chl.cds.fasta_GLEAN_10019240,0.1188,0.0012,0.0104,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019241-chl.cds.fasta_GLEAN_10019241,0.381,0.0038,0.0101,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019245-chl.cds.fasta_GLEAN_10019245,0.042,0.0007,0.0156,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019246-chl.cds.fasta_GLEAN_10019246,0.163,0.0011,0.0065,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019249-chl.cds.fasta_GLEAN_10019249,0.6801,0.0023,0.0034,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019250-chl.cds.fasta_GLEAN_10019250,0.1796,0.0016,0.0091,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019256-chl.cds.fasta_GLEAN_10019256,0.0389,0.0004,0.011,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019257-chl.cds.fasta_GLEAN_10019257,0.0656,0.001,0.0155,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019258-chl.cds.fasta_GLEAN_10019258,0.0782,0.0007,0.0094,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019259-chl.cds.fasta_GLEAN_10019259,0.1437,0.0032,0.0222,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019261-chl.cds.fasta_GLEAN_10019261,0.0826,0.0013,0.0152,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019266-chl.cds.fasta_GLEAN_10019266,0.3139,0.0033,0.0105,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019267-chl.cds.fasta_GLEAN_10019267,0.156,0.0023,0.0147,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019268-chl.cds.fasta_GLEAN_10019268,0.144,0.0008,0.0055,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019269-chl.cds.fasta_GLEAN_10019269,0.0853,0.0007,0.0083,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019273-chl.cds.fasta_GLEAN_10019273,0.2213,0.0052,0.0233,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019275-chl.cds.fasta_GLEAN_10019275,0.0444,0.0007,0.015,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019278-chl.cds.fasta_GLEAN_10019278,0.3143,0.0016,0.0051,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019279-chl.cds.fasta_GLEAN_10019279,0.2182,0.0058,0.0264,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019281-chl.cds.fasta_GLEAN_10019281,0.1982,0.0048,0.0241,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019283-chl.cds.fasta_GLEAN_10019283,0.1265,0.0017,0.0138,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019284-chl.cds.fasta_GLEAN_10019284,0.0732,0.0019,0.0254,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019286-chl.cds.fasta_GLEAN_10019286,0.1209,0.0014,0.0117,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019287-chl.cds.fasta_GLEAN_10019287,0.3263,0.0007,0.0021,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019291-chl.cds.fasta_GLEAN_10019291,0.1054,0.0011,0.0105,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019292-chl.cds.fasta_GLEAN_10019292,0.2844,0.0016,0.0057,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019294-chl.cds.fasta_GLEAN_10019294,0.6112,0.0086,0.0141,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019296-chl.cds.fasta_GLEAN_10019296,0.3157,0.0009,0.0028,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019299-chl.cds.fasta_GLEAN_10019299,0.3119,0.0021,0.0067,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019300-chl.cds.fasta_GLEAN_10019300,0.3102,0.0022,0.0071,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019302-chl.cds.fasta_GLEAN_10019302,0.6046,0.0014,0.0023,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019304-chl.cds.fasta_GLEAN_10019304,0.1615,0.0007,0.0044,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019305-chl.cds.fasta_GLEAN_10019305,0.8507,0.0158,0.0186,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019306-chl.cds.fasta_GLEAN_10019306,1.8096,0.0414,0.0229,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019310-chl.cds.fasta_GLEAN_10019310,0.5914,0.0015,0.0025,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019311-chl.cds.fasta_GLEAN_10019311,0.0457,0.0009,0.02,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019312-chl.cds.fasta_GLEAN_10019312,0.1609,0.0006,0.0039,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019313-chl.cds.fasta_GLEAN_10019313,0.1419,0.0006,0.0045,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019314-chl.cds.fasta_GLEAN_10019314,0.0645,0.0008,0.0126,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019315-chl.cds.fasta_GLEAN_10019315,0.2678,0.0039,0.0147,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019317-chl.cds.fasta_GLEAN_10019317,0.3194,0.0033,0.0105,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019321-chl.cds.fasta_GLEAN_10019321,0.9081,0.0031,0.0034,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019324-chl.cds.fasta_GLEAN_10019324,0.0798,0.0008,0.0102,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019326-chl.cds.fasta_GLEAN_10019326,0.1789,0.001,0.0056,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019327-chl.cds.fasta_GLEAN_10019327,0.2927,0.0019,0.0066,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019328-chl.cds.fasta_GLEAN_10019328,0.1161,0.0009,0.0078,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019331-chl.cds.fasta_GLEAN_10019331,0.6426,0.0085,0.0133,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019334-chl.cds.fasta_GLEAN_10019334,0.103,0.0008,0.0077,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019335-chl.cds.fasta_GLEAN_10019335,0.2271,0.0049,0.0214,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019336-chl.cds.fasta_GLEAN_10019336,0.2947,0.001,0.0033,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019339-chl.cds.fasta_GLEAN_10019339,0.0996,0.0016,0.0162,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019340-chl.cds.fasta_GLEAN_10019340,0.3129,0.0022,0.0071,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019344-chl.cds.fasta_GLEAN_10019344,0.1543,0.0041,0.0263,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019345-chl.cds.fasta_GLEAN_10019345,0.5206,0.004,0.0077,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019346-chl.cds.fasta_GLEAN_10019346,0.1351,0.001,0.0076,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019348-chl.cds.fasta_GLEAN_10019348,0.6951,0.0028,0.0041,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019349-chl.cds.fasta_GLEAN_10019349,0.8754,0.0073,0.0083,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019350-chl.cds.fasta_GLEAN_10019350,0.4452,0.0229,0.0514,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019353-chl.cds.fasta_GLEAN_10019353,0.6718,0.0232,0.0345,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019356-chl.cds.fasta_GLEAN_10019356,0.1577,0.0007,0.0042,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019357-chl.cds.fasta_GLEAN_10019357,0.3077,0.0008,0.0026,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019358-chl.cds.fasta_GLEAN_10019358,0.1643,0.0012,0.0075,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019367-chl.cds.fasta_GLEAN_10019367,0.6441,0.0018,0.0028,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019369-chl.cds.fasta_GLEAN_10019369,0.1728,0.0028,0.0159,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019377-chl.cds.fasta_GLEAN_10019377,0.0747,0.0013,0.0177,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019378-chl.cds.fasta_GLEAN_10019378,0.1593,0.0012,0.0076,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019379-chl.cds.fasta_GLEAN_10019379,0.0303,0.0004,0.0125,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019380-chl.cds.fasta_GLEAN_10019380,0.2731,0.0018,0.0067,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019382-chl.cds.fasta_GLEAN_10019382,0.3065,0.0017,0.0055,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019385-chl.cds.fasta_GLEAN_10019385,0.1044,0.0008,0.008,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019390-chl.cds.fasta_GLEAN_10019390,0.1227,0.0011,0.0092,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019391-chl.cds.fasta_GLEAN_10019391,0.1542,0.0022,0.0143,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019395-chl.cds.fasta_GLEAN_10019395,0.7851,0.0121,0.0154,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019397-chl.cds.fasta_GLEAN_10019397,0.6777,0.0029,0.0043,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019400-chl.cds.fasta_GLEAN_10019400,0.07,0.0006,0.0092,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019403-chl.cds.fasta_GLEAN_10019403,0.2783,0.0009,0.0033,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019406-chl.cds.fasta_GLEAN_10019406,0.1456,0.0023,0.0161,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019411-chl.cds.fasta_GLEAN_10019411,0.2238,0.0021,0.0093,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019413-chl.cds.fasta_GLEAN_10019413,0.2985,0.0014,0.0045,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019414-chl.cds.fasta_GLEAN_10019414,0.0925,0.0023,0.0245,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019417-chl.cds.fasta_GLEAN_10019417,0.0652,0.0012,0.0191,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019421-chl.cds.fasta_GLEAN_10019421,0.1383,0.0038,0.0272,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019426-chl.cds.fasta_GLEAN_10019426,0.6645,0.0058,0.0087,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019429-chl.cds.fasta_GLEAN_10019429,1.0035,0.0042,0.0042,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019430-chl.cds.fasta_GLEAN_10019430,0.2549,0.0022,0.0088,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019431-chl.cds.fasta_GLEAN_10019431,0.3437,0.0012,0.0036,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019432-chl.cds.fasta_GLEAN_10019432,0.0541,0.0006,0.0109,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019436-chl.cds.fasta_GLEAN_10019436,0.0493,0.0003,0.0068,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019437-chl.cds.fasta_GLEAN_10019437,0.308,0.001,0.0033,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019439-chl.cds.fasta_GLEAN_10019439,0.3031,0.0009,0.0028,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019441-chl.cds.fasta_GLEAN_10019441,0.3185,0.0007,0.0021,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019442-chl.cds.fasta_GLEAN_10019442,0.8773,0.0019,0.0021,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019444-chl.cds.fasta_GLEAN_10019444,0.1133,0.0015,0.0136,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019445-chl.cds.fasta_GLEAN_10019445,0.3076,0.0013,0.0041,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019447-chl.cds.fasta_GLEAN_10019447,0.0664,0.0005,0.0077,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019448-chl.cds.fasta_GLEAN_10019448,0.1015,0.0003,0.0029,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019451-chl.cds.fasta_GLEAN_10019451,0.1089,0.0018,0.0168,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019452-chl.cds.fasta_GLEAN_10019452,0.3234,0.0024,0.0073,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019453-chl.cds.fasta_GLEAN_10019453,0.1485,0.004,0.0271,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019455-chl.cds.fasta_GLEAN_10019455,0.6211,0.0026,0.0041,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019458-chl.cds.fasta_GLEAN_10019458,1.0539,0.007,0.0066,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019459-chl.cds.fasta_GLEAN_10019459,0.4661,0.0027,0.0058,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019461-chl.cds.fasta_GLEAN_10019461,0.095,0.0007,0.0077,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019462-chl.cds.fasta_GLEAN_10019462,0.3034,0.0037,0.0121,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019463-chl.cds.fasta_GLEAN_10019463,0.2684,0.008,0.0297,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019465-chl.cds.fasta_GLEAN_10019465,0.0788,0.0018,0.0224,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019467-chl.cds.fasta_GLEAN_10019467,0.2576,0.0023,0.0088,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019468-chl.cds.fasta_GLEAN_10019468,0.4553,0.0034,0.0074,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019469-chl.cds.fasta_GLEAN_10019469,0.1547,0.001,0.0064,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019470-chl.cds.fasta_GLEAN_10019470,0.2161,0.0017,0.0077,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019472-chl.cds.fasta_GLEAN_10019472,0.4866,0.0043,0.0088,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019476-chl.cds.fasta_GLEAN_10019476,0.0723,0.0011,0.0151,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019478-chl.cds.fasta_GLEAN_10019478,0.3077,0.0017,0.0054,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019480-chl.cds.fasta_GLEAN_10019480,0.1419,0.002,0.0138,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019488-chl.cds.fasta_GLEAN_10019488,0.8742,0.0066,0.0076,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019491-chl.cds.fasta_GLEAN_10019491,0.2923,0.0011,0.0036,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019492-chl.cds.fasta_GLEAN_10019492,0.1796,0.005,0.028,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019493-chl.cds.fasta_GLEAN_10019493,0.4648,0.0047,0.0101,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019494-chl.cds.fasta_GLEAN_10019494,0.0856,0.0013,0.0151,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019495-chl.cds.fasta_GLEAN_10019495,0.1931,0.0019,0.0098,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019498-chl.cds.fasta_GLEAN_10019498,0.238,0.0026,0.0109,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019499-chl.cds.fasta_GLEAN_10019499,0.9997,0.005,0.005,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019500-chl.cds.fasta_GLEAN_10019500,0.4117,0.0068,0.0164,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019501-chl.cds.fasta_GLEAN_10019501,0.1308,0.0021,0.016,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019503-chl.cds.fasta_GLEAN_10019503,0.4923,0.0023,0.0047,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019504-chl.cds.fasta_GLEAN_10019504,0.0858,0.0015,0.0175,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019511-chl.cds.fasta_GLEAN_10019511,0.2292,0.0014,0.0059,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019512-chl.cds.fasta_GLEAN_10019512,0.094,0.001,0.0106,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019514-chl.cds.fasta_GLEAN_10019514,0.2401,0.0041,0.0171,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019515-chl.cds.fasta_GLEAN_10019515,0.1537,0.0013,0.0082,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019519-chl.cds.fasta_GLEAN_10019519,0.5936,0.0037,0.0062,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019520-chl.cds.fasta_GLEAN_10019520,0.3177,0.002,0.0064,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019521-chl.cds.fasta_GLEAN_10019521,0.2968,0.0012,0.004,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019522-chl.cds.fasta_GLEAN_10019522,0.3106,0.0009,0.0027,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019523-chl.cds.fasta_GLEAN_10019523,0.1007,0.0005,0.0052,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019524-chl.cds.fasta_GLEAN_10019524,0.0583,0.0005,0.0087,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019528-chl.cds.fasta_GLEAN_10019528,0.1954,0.0015,0.0078,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019534-chl.cds.fasta_GLEAN_10019534,0.1726,0.0021,0.0124,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019540-chl.cds.fasta_GLEAN_10019540,0.3011,0.0013,0.0043,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019542-chl.cds.fasta_GLEAN_10019542,0.5725,0.0051,0.009,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019543-chl.cds.fasta_GLEAN_10019543,0.0376,0.0008,0.021,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019545-chl.cds.fasta_GLEAN_10019545,0.4754,0.0048,0.0101,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019546-chl.cds.fasta_GLEAN_10019546,0.2035,0.0017,0.0086,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019547-chl.cds.fasta_GLEAN_10019547,0.0773,0.001,0.0135,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019548-chl.cds.fasta_GLEAN_10019548,0.3378,0.0023,0.0069,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019549-chl.cds.fasta_GLEAN_10019549,0.0589,0.0017,0.0292,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019550-chl.cds.fasta_GLEAN_10019550,0.3019,0.0007,0.0022,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019551-chl.cds.fasta_GLEAN_10019551,0.0818,0.0027,0.0336,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019555-chl.cds.fasta_GLEAN_10019555,0.2237,0.0015,0.0069,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019556-chl.cds.fasta_GLEAN_10019556,0.0724,0.001,0.0138,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019558-chl.cds.fasta_GLEAN_10019558,0.1104,0.0005,0.0046,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019559-chl.cds.fasta_GLEAN_10019559,0.0416,0.0006,0.0135,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019560-chl.cds.fasta_GLEAN_10019560,0.2371,0.0025,0.0107,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019562-chl.cds.fasta_GLEAN_10019562,0.1562,0.0006,0.004,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019563-chl.cds.fasta_GLEAN_10019563,0.5797,0.0011,0.0018,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019566-chl.cds.fasta_GLEAN_10019566,0.3271,0.001,0.0031,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019567-chl.cds.fasta_GLEAN_10019567,0.6642,0.0011,0.0017,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019570-chl.cds.fasta_GLEAN_10019570,3.586,0.0019,0.0005,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019571-chl.cds.fasta_GLEAN_10019571,0.9338,0.0023,0.0025,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019572-chl.cds.fasta_GLEAN_10019572,0.9321,0.0027,0.0029,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019574-chl.cds.fasta_GLEAN_10019574,0.5265,0.0032,0.0061,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019578-chl.cds.fasta_GLEAN_10019578,0.1579,0.0025,0.0158,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019579-chl.cds.fasta_GLEAN_10019579,0.5888,0.0022,0.0038,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019580-chl.cds.fasta_GLEAN_10019580,0.2862,0.0016,0.0054,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019582-chl.cds.fasta_GLEAN_10019582,0.6327,0.0052,0.0082,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019589-chl.cds.fasta_GLEAN_10019589,0.0924,0.0007,0.0076,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019590-chl.cds.fasta_GLEAN_10019590,1.5755,0.0056,0.0036,S. chlorostictus-S. rosenblatti
